doi	journal	year	authors	title	language	wordcount	doctype	citation_counts	S2titles	S2years	condition	matchstrength	S2journal	S2authors	new_cite_count	make_embeddings	paperId
10.2307/3714618	The Modern Language Review	1920	['J. Dover Wilson']	"A Note on Elisions in ""The Faerie Queene"""	['eng']	2763	article | research-article	0	"A Note on Elisions in ""The Faerie Queene"""	1920	found	1.0	no journal listed	J. D. Wilson	0	1	9f5269567134bb4331cff280a6e18c111c0dc642
10.2307/508557	The Review of English Studies	1929	['R. Crompton Rhodes']	The Belle's Stratagem	['eng']	5391	article | research-article	0	THE BELLE'S STRATAGEM	1929	found	1.12	The Review of English Studies	R. Rhodes	2	1	f0e7c2978f1e8bfb4f5438705995a203d3ae72ce
10.2307/3714169	The Modern Language Review	1923	['Claudine I. Wilson']	Review Article	['eng']	5149	article | book-review	1	La Vie de Saint Thomas le Martyr par Guernes de Pont-Sainte-Maxence	1923-10-01	not citable	0.0			1	1	f07afed0fe117d794c3e095ec42140e79d1defa8
10.2307/3714355	The Modern Language Review	1923	['C. L. Wrenn']	Chaucer's Knowledge of Horace	['eng']	2461	article | research-article	2	Chaucer's Knowledge of Horace	1923-07-01	already found	0.0			2	1	0bf186621bb0b272d7768bba4506fb68e2c19342
10.2307/457311	PMLA	1923	['E. Herman Hespelt']	Shelley and Spain	['eng']	6720	article | research-article	2	Shelley and Spain	1923-12-01	already found	0.0			2	1	fe75e5ca9a6a02acace8206ce2295f1164c7b28c
10.2307/457473	PMLA	1929	['Albert C. Baugh']	A Source for the Middle English Romance, Athelston	['eng']	2568	article | research-article	0	A Source for the Middle English Romance, Athelston	1929	found	1.12	PMLA/Publications of the Modern Language Association of America	A. Baugh	0	1	c1d02e6a330e5524a45331b5d6fbacd58b52ebac
10.2307/3713785	The Modern Language Review	1924	['W. E. Collinson']	"The Frisian Poems in Titia Brongersma's ""Bronswaan"""	['eng']	6035	article | research-article	0	"The Frisian Poems in Titia Brongersma's ""Bronswaan"""	no date	found	0.91	no journal listed	W. E. Collinson	0	1	9926800e9e2019f9c264e53af3611c6d9e7f04db
10.2307/457513	PMLA	1927	['Claude Lloyd']	An Obscure Analogue of the Compleat Angler	['eng']	1531	article | research-article	1	An Obscure Analogue of the Compleat Angler	1927-06-01	already found	0.0			1	1	95b31e7fe5cd55a278f831f2da7e0bfab4ff1465
10.2307/457139	PMLA	1920	['Howard R. Patch']	The Ludus Coventriae and the Digby Massacre	['eng']	7249	article | research-article	0	XV.—The Ludus Coventriae and the Digby Massacre	no date	found	0.985555555555556	PMLA/Publications of the Modern Language Association of America	H. Patch	0	1	d17201b980d6eed242da7a4be39a58420e6f5e99
10.2307/433837	Modern Philology	1924	['Horatio E. Smith']	Relativism in Bonald's Literary Doctrine	['eng']	8302	article | research-article	0	Relativism in Bonald's Literary Doctrine	1924	found	1.12	Modern Philology	H. Smith	2	1	9612cfcf9e2d2f3ced8dd744d229b1246f2f1037
10.2307/508285	The Review of English Studies	1927	['Raymond D. Havens']	An Earlier and a Later Rolliad	['eng']	1400	article | research-article	0	AN EARLIER AND A LATER ROLLIAD	1927	found	1.12	The Review of English Studies	R. D. Havens	1	1	06f7563ce755e8892dbeabb89912e200ef3e545a
10.2307/3713788	The Modern Language Review	1924	['Bertram Lloyd']	"A Minor Source of ""The Changeling"""	['eng']	853	article | research-article	0	"A Minor Source of ""The Changeling"""	no date	found	0.91	Modern Language Review	B. Lloyd	0	1	624eb67df77239dd945f5d4d38ac637a97fea388
10.2307/457230	PMLA	1925	['Annette B. Hopkins']	Jane Austen the Critic	['eng']	11572	article | research-article	2	Jane Austen the Critic	1925-06-01	already found	0.0			2	1	c2e8fe37977a1786cb1e4c235ac2dd25c2dc45da
10.2307/3714683	The Modern Language Review	1924	['Otto Jespersen']	Review Article	['eng']	1457	article | book-review	0	Histoire de la Langue Anglaise. Tome I. Des Origines a la Conquete normande	1924-07-01	not citable	0.0			0	1	9877c820a5587509dc54d52268806689e05ca921
10.2307/3714401	The Modern Language Review	1926	['Edmund G. Gardner']	Review Article	['eng']	1039	article | book-review	1	The Translator of Dante. The Life, Work and Friendships of Henry Francis Cary (1772-1844)		not citable	0.0			1	1	dd6263f8f09cb3920d5f4364b6018e992f146de0
10.2307/457636	PMLA	1928	['William Reitzel']	Sir Walter Scott's Review of Jane Austen's Emma	['eng']	2533	article | research-article	2	Sir Walter Scott's Review of Jane Austen's Emma	1928-06-01	already found	0.0			2	1	40dd47e1546955e880bc16effd617a3f6304cd7b
10.2307/457271	PMLA	1925	['Howard Mumford Jones']	Albrecht von Haller and English Philosophy	['eng']	9918	article | research-article	0	Albrecht von Haller and English Philosophy	1925	found	1.12	PMLA/Publications of the Modern Language Association of America	H. Jones	0	1	bd2669563ee23487ebaf5b22ba06a1bb99cd7bdb
10.2307/3713821	The Modern Language Review	1920	['W. E. Collinson']	Notes on German Naval Slang during the War	['eng']	1722	article | research-article	0	Notes on German Naval Slang during the War	no date	found	0.91	Modern Language Review	W. E. Collinson	0	1	2a3466a38dc0e91932d8de690fdff25a1df59601
10.2307/3714075	The Modern Language Review	1927	['Cyril Brett']	Review Article	['eng']	1014	article | book-review	0	Mittelenglische Originalurkunden 1405-30		not citable	0.0			0	1	94141516cd766a289b140aeeeb670153cc0c057a
10.2307/432757	Modern Philology	1920	['Francis A. Wood']	"Germanic ""w""-Gemination. II"	['eng']	1934	article | research-article	0	"Germanic ""w""-Gemination. II"	1920	found	1.12	Modern Philology	F. A. Wood	0	1	aa7c16a4773a8d61aa3bb764295d34a873577737
10.2307/433379	Modern Philology	1927	['Arthur E. Case']	Notes on the Bibliography of Pope	['eng']	6331	article | research-article	0	Notes on the Bibliography of Pope	1927	found	1.12	Modern Philology	A. E. Case	0	1	228861335f16ed0b743ee3f246cef99b347ea023
10.2307/3714899	The Modern Language Review	1925	['C. H. Herford']	Review Article	['eng']	1543	article | book-review	4	The French romantics' knowledge of English literature (1820-1848)	1925-07-01	not citable	0.0			4	1	b21bb116c49757fc39169a894a507f8988f981d5
10.2307/457272	PMLA	1925	['A. Stanley Walker']	Peterloo, Shelley and Reform	['eng']	15127	article | research-article	3	Peterloo, Shelley and Reform	1925-03-01	already found	0.0			3	1	4f7305c392b9c2a89f5b28cdb8a85b882e07d0ab
10.2307/3714587	The Modern Language Review	1921	['R. L. G. Ritchie']	Review Article	['eng']	969	article | book-review	0	Le Origini di 'Salammbo': Studio sul realismo storico di G. Flaubert@@@Flaubert and Maupassant: A Literary Relationship		not citable	0.0			0	1	b20a1c257005a68b75cad78dc31323ec66b8fbab
10.2307/433680	Modern Philology	1925	['Denis Saurat']	Blake Et Les Celtomanes	['fre']	5288	article | research-article	0	Blake Et Les Celtomanes	1925	found	1.12	Modern Philology	Denis Saurat	0	1	df7d75a9ace884934b54b72b378352a6b9b4b845
10.2307/457505	PMLA	1928	['D. H. Carnahan']	The Spirit of the Nain Jaune. Its Attitude towards Chateaubriand and Romanticism	['eng']	8234	article | research-article	0	The Spirit of the Nain Jaune. Its Attitude Towards Chateaubriand and Romanticism	1928	found	1.12	PMLA/Publications of the Modern Language Association of America	D. Carnahan	0	1	813af8de68a5af01e8a6aeb2d891cf9d7508bab6
10.2307/433572	Modern Philology	1928	['Louis B. Wright']	The Scriptures and the Elizabethan Stage	['eng']	4333	article | research-article	0	The Scriptures and the Elizabethan Stage	1928	found	1.12	Modern Philology	L. B. Wright	4	1	49168c457b34a852b8c8a1d7e448038094c90682
10.2307/3713918	The Modern Language Review	1921	['Paul Barbier']	Loan-Words from English in Eighteenth-Century French	['eng']	5672	article | research-article	0	Loan-Words from English in Eighteenth-Century French	1921	found	1.0	Modern Language Review	P. Barbier	0	1	b2f9609b3fb29d7474b2d622ea5b195fc78dc571
10.2307/3714155	The Modern Language Review	1923	['J. G. Robertson']	"The Genesis of Wagner's Drama ""Tannhäuser"""	['eng']	6448	article | research-article	0	"The Genesis of Wagner's Drama ""Tannhauser"""	1923-10-01	no strong match	0.0			0	1	1d3e51607bf5d635e98614e74d188bc79b27b48c
10.2307/3713799	The Modern Language Review	1924	['J. G. Robertson']	Review Article	['eng']	1003	article | book-review	1	Die Kulturwerte der deutschen Literatur von der Reformation bis zur Aufklarung		not citable	0.0			1	1	c7f5610beb4a6e05e5898a2940afac4bef7a015f
10.2307/3713936	The Modern Language Review	1921	['W. P. Ker']	Review Article	['eng']	578	article | book-review	12	Spanish and Portuguese Romances of Chivalry		not citable	0.0			12	1	508ae0795d46f57781e3956b8b172ce7cca28d83
10.2307/3714353	The Modern Language Review	1923	['U. Lindelöf']	A New Collation of the Gloss of the Durham Ritual	['eng']	2928	article | research-article	2	A New Collation of the Gloss of the Durham Ritual	1923-07-01	already found	0.0			2	1	67061435c6494a948e2946c6f8196966717c5e07
10.2307/433704	Modern Philology	1929	['Foster E. Guyer']	The Chronology of the Earliest French Romances	['eng']	7564	article | research-article	0	The Chronology of the Earliest French Romances	1929	found	1.12	Modern Philology	F. E. Guyer	2	1	73d563642ddb26f8a2903bef65131968a3f3227c
10.2307/3714518	The Modern Language Review	1922	['W. L. Renwick']	Mulcaster and Du Bellay	['eng']	2761	article | research-article	16	Mulcaster and Du Bellay	1922-07-01	already found	0.0			16	1	f1da952637f3617225be36b22bfacb0c41da69f8
10.2307/3715980	The Modern Language Review	1929	['Oliver Elton']	Review Article	['eng']	1618	article | book-review	0	The Poetry of Collins@@@Collins	1929-07-01	not citable	0.0			0	1	b2b33c71ed132d486e655f7acddacb0eb40cebd9
10.2307/3714026	The Modern Language Review	1925	['W. E. Collinson']	Review Article	['eng']	3020	article | book-review	1	Studien zum Bedeutungswandel im Deutschen. Erster Teil@@@Einfuhrung in die Bedeutungslehre@@@Betydningslaere (Semasiologi)@@@Leitfaden der vergleichenden Bedeutungslehre		not citable	0.0			1	1	f39e70be57c73b65f02aabea91e5a09935eae411
10.2307/433558	Modern Philology	1925	['Alan D. McKillop']	"Richardson, Young, and the ""Conjectures"""	['eng']	6355	article | research-article	0	"Richardson, Young, and the ""Conjectures"""	1925	found	1.12	Modern Philology	A. Mckillop	33	1	f55334fe7057633a2d2a8892882f09b4f22aa144
10.2307/457435	PMLA	1926	['T. P. Harrison, Jr.']	A Probable Source of Beaumont and Fletcher's Philaster	['eng']	3626	article | research-article	2	XVI. A Probable Source of Beaumont and Fletcher's Philaster	1926-06-01	already found	0.0			2	1	8fde356b5c361af34ab80fb52c5a9f007972a585
10.2307/3714884	The Modern Language Review	1925	['A. C. Dunstan']	"""Beowulf,"" LL. 223-4"	['eng']	820	article | research-article	0	"""Beowulf,"" LL. 223-4"	1925-07-01	no strong match	0.0			0	1	e2d33d2d004fbb4def80ea806f4a87d7ec23732c
10.2307/457616	PMLA	1926	['Grace Warren Landrum']	Spenser's Use of the Bible and His Alleged Puritanism	['eng']	11125	article | research-article	3	Spenser's Use of the Bible and His Alleged Puritanism	1926-09-01	already found	0.0			3	1	51e83b49c3b96f6a4f930245319030e1baba94a5
10.2307/433794	Modern Philology	1926	['Edith Rickert']	Extracts from a Fourteenth-Century Account Book	['eng']	4348	article | research-article	0	Extracts from a Fourteenth-Century Account Book	1926	found	1.12	Modern Philology	Edith Rickert	13	1	b10c8c306827758cdf9e8e15d488cf65603a8bfc
10.2307/433282	Modern Philology	1922	['S. Griswold Morley']	"Notes on the Bibliography of Lope de Vega's ""Comedias"""	['eng']	6638	article | research-article	0	"Notes on the Bibliography of Lope de Vega's ""Comedias"""	1922	found	1.12	Modern Philology	S. Morley	0	1	0eb31d0a88f691e1548d4854f38ef811f7971837
10.2307/3714156	The Modern Language Review	1923	['W. J. Sedgefield']	Old English Notes	['eng']	801	article | research-article	2	Old English Notes	1923-10-01	already found	0.0			2	1	94253d590c04a759b709bc53169fc05e780f1c5a
10.2307/457352	PMLA	1921	['Charles Read Baskervill']	English Songs on the Night Visit	['eng']	15566	article | research-article	1	XXVII.—English Songs on the Night Visit	1921-12-01	already found	0.0			1	1	fd5f928a37d950128a81ac5dd4bf2a1846a91b6b
10.2307/3714411	The Modern Language Review	1928	['M. F. Liddell']	Ferdinand Freiligrath's Debt to English Poets	['eng']	5048	article | research-article	1	Ferdinand Freiligrath's Debt to English Poets	1928-04-01	already found	0.0			1	1	b6e514d16f40cda3b51198abc8c56f50f69ca43b
10.2307/457441	PMLA	1926	['Elizabeth Atkins']	Points of Contact between Byron and Socrates	['eng']	8257	article | research-article	0	XXII. Points of Contact Between Byron and Socrates	1926	found	1.05617021276596	PMLA/Publications of the Modern Language Association of America	Elizabeth Atkins	0	1	66b33bd92e59bc008f2f766f401e850aab0861a0
10.2307/457625	PMLA	1926	['Adolph B. Benson']	The Essays on Fredrika Bremer in the North American Review	['eng']	3712	article | research-article	2	The Essays on Fredrika Bremer in the North American Review	1926-09-01	already found	0.0			2	1	c2aa2e68deb1f5eac551f88ef01f6c405d0ed5b6
10.2307/3714500	The Modern Language Review	1927	['W. L. Renwick']	Review Article	['eng']	1005	article | book-review	0	Venus and Anchises and Other Poems by Phineas Fletcher	1927-04-01	not citable	0.0			0	1	f2972cb126a9f03558a31ca6d5d88b2fd5bda07e
10.2307/3714673	The Modern Language Review	1924	['Edmund G. Gardner']	Notes on the Lyrical Poetry of Dante	['eng']	3729	article | research-article	0	Notes on the Lyrical Poetry of Dante	1924	found	1.0	Modern Language Review	E. G. Gardner	0	1	17de25823f786786ab0dbeee5cb82e902229c585
10.2307/457194	PMLA	1924	['Martha W. Beckwith']	The English Ballad in Jamaica: A Note upon the Origin of the Ballad Form	['eng']	9111	article | research-article	3	XXI. The English Ballad in Jamaica: A Note Upon the Origin of the Ballad Form	1924-06-01	already found	0.0			3	1	6a196b6e02590eb8530d50b2c85d596e0975783b
10.2307/3714547	The Modern Language Review	1926	['D. Yates']	Grillparzer's Hero and Shakespeare's Juliet	['eng']	3219	article | research-article	0	Grillparzer's Hero and Shakespeare's Juliet	1926	found	1.0	Modern Language Review	D. Yates	0	1	ffb26687efac8bef06680f24553b4593ca8ea34e
10.2307/3714433	The Modern Language Review	1928	['R. Priebsch']	Review Article	['eng']	3686	article | book-review	29	Die altgermanische Dichtung	1928-07-01	not citable	0.0			29	1	a75223f7fe3b14a1599ed6ee84c49be81c750bb0
10.2307/433560	Modern Philology	1925	['John J. Parry']	"The Date of the ""vita merlini"""	['eng']	1247	article | research-article	0	"The Date of the ""vita merlini"""	1925	found	1.12	Modern Philology	J. Parry	1	1	b3618b15080fb00965ea50ab789b37aa30141ad7
10.2307/508708	The Review of English Studies	1925	['C. M. Haines']	"The ""Law of Re-Entry"" in Shakespeare"	['eng']	1339	article | research-article	0	THE “LAW OF RE-ENTRY” IN SHAKESPEARE	1925	found	1.06444444444444	The Review of English Studies	C. M. Haines	1	1	a9c53d7dca22f4f6e3510936e20ceebb5626855f
10.2307/457406	PMLA	1927	['William Leonard Schwartz']	The Priority of the Goncourts' Discovery of Japanese Art	['eng']	3717	article | research-article	3	The Priority of the Goncourts' Discovery of Japanese Art	1927-09-01	already found	0.0			3	1	262e38cbf5d98b90f31c9b97fa3f5455adf7d7c3
10.2307/457146	PMLA	1922	['anonymous']	Meeting of the Central Division, 1922	['eng']	4524	article | misc	0	Meeting of the Central Division, 1922	1923	found	1.0	PMLA/Publications of the Modern Language Association of America	Walter Clyde Curry. : Joseph Mills : William E. Alderman	0	1	0f174acdf3102a7ee54a80786ba56f646a7c2f25
10.2307/457200	PMLA	1921	['J. W. Rankin']	Rhythm and Rime before the Norman Conquest	['eng']	8602	article | research-article	4	XIX.—Rhythm and Rime Before the Norman Conquest	1921-09-01	already found	0.0			4	1	b0c101c5aba9c958112cc7f0055d74cc8e403a18
10.2307/433875	Modern Philology	1928	['Melvin Rader']	The Transcendentalism of William Wordsworth	['eng']	7940	article | research-article	0	The Transcendentalism of William Wordsworth	1928	found	1.12	Modern Philology	M. Rader	0	1	9b3d957ad933767c1cbf4b817cafcf9ab92cdb61
10.2307/457529	PMLA	1925	['Marie Hamilton Law']	The Indebtedness of Oliver Twist to Defoe's History of the Devil	['eng']	2121	article | research-article	1	The Indebtedness of Oliver Twist to Defoe's History of the Devil	1925-12-01	already found	0.0			1	1	5325a4a367246830d38c4e0deabc9ddc5cd896e2
10.2307/3714205	The Modern Language Review	1925	['Aubrey F. G. Bell']	Cetina's Madrigal	['eng']	1736	article | research-article	0	Cetina's Madrigal	1925	found	1.0	no journal listed	Aubrey F. G. Bell	0	1	c26fb8fdade4f23836fbc3f939880e2bb1dc8f3c
10.2307/508538	The Review of English Studies	1928	['William Joyce']	A Note on the Mid Back Slack Unrounded Vowel [a] in the English of To-Day	['eng']	1504	article | research-article	0	A NOTE ON THE MID BACK SLACK UNROUNDED VOWEL [a] IN THE ENGLISH OF TO-DAY	1928	found	1.12	The Review of English Studies	W. Joyce	0	1	1d742b3e489f4d06d1e0cdb677f74d0f48c96b56
10.2307/3714507	The Modern Language Review	1927	['A. C. Dunstan']	Review Article	['eng']	1514	article | book-review	9	The gothic version of the gospels : a study of its style and textual history	1927-04-01	not citable	0.0			9	1	b6ff320951179811094b48b7fbec779e3603afb7
10.2307/457629	PMLA	1928	['E. S. Murrell']	The Death of Tristan, from Douce MS 189	['fre']	22785	article | research-article	0	The Death of Tristan, from Douce MS 189	1928	found	1.12	PMLA/Publications of the Modern Language Association of America	E. Murrell	0	1	7a7c3693790f705c36ca58da5131f7a73c0e4a2e
10.2307/3713837	The Modern Language Review	1925	['William J. Entwistle']	"Old Spanish ""Hamihala"""	['eng']	899	article | research-article	0	"Old Spanish ""Hamihala"""	1925	found	1.0	Modern Language Review	W. Entwistle	0	1	1adfa6b244f3aa4859332b9fa45aea56fd48b999
10.2307/433430	Modern Philology	1927	['Lucile Ferguson']	Some Early Masks and Morris Dances	['eng']	3619	article | research-article	0	Some Early Masks and Morris Dances	1927	found	1.12	Modern Philology	Lucile Wood Ferguson	1	1	cb2e25b581f9fd6ad3870e867c6397a7e09712d4
